"Player Name", "World", "Combat Level", "Time In MS",
C4TORCE,332,21,1567881723315,
Bengus Khan,333,96,1567882222408,
stinkypink13,318,112,1567884345954,
Isaac BG 67,464,75,1567885454480,
vmp btw,320,106,1567885697604,
Taiwanp,444,103,1567885781463,
wreck ralph,303,104,1567886152800,
kazuga111,355,78,1567888002039,
tombaum,339,126,1567889311060,
proteinnutz,305,38,1567889911280,
Atenas16,519,93,1567890125800,
F Venezuela,312,64,1567890923218,
lagordita14,516,97,1567892251354,
Geralizz,344,105,1567892258500,
V-VasqueZ,493,65,1567894467355,
Vossiiee,328,100,1567894934645,
BehaveOrDie,375,99,1567895488789,
p 0 o p 0 o,350,77,1567896310371,
Chris222125,357,95,1567896947437,
IronicBenson,395,125,1567897032489,
Ranger of RK,327,118,1567897234989,
Slinkybug212,303,78,1567897747602,
CreamCheeks,378,110,1567897944140,
JUICErebirth,331,72,1567898867066,
JUICErebirth,322,72,1567899073196,
DragAlt,519,47,1567899081555,
wreck ralph,306,104,1567900416798,
Lend1ng,318,80,1567900423925,
lahore di la,436,31,1567900733312,
FewMayFollow,424,91,1567901773312,
Count Nipula,311,121,1567901865689,
IVIR AUNT,357,109,1567902070980,
COW GOO MOO,388,123,1567902118286,
KO YO LIFE,322,125,1567902125199,
FewMayFollow,377,91,1567902286270,
karili989,310,70,1567902716220,
sexwithmygf,444,105,1567903332088,
xWICKED CALI,302,102,1567903822841,
VISIO0OO0OON,302,66,1567905227025,
Trinity333,374,42,1567905364936,
Flesh2Dust,336,103,1567906694609,
Amoxi RS,390,84,1567906816615,
42Ooga,390,62,1567907187913,
25mystic1477,346,70,1567909399039,
Holyaltar,305,95,1567910792695,
2Birds1Maul,351,65,1567911680456,
A leksey,329,106,1567912029930,
Red Rooms,370,78,1567912167509,
Zeldris 2019,360,78,1567912859035,
sniubeliz,334,86,1567945549687,
Li7o,358,110,1567945708588,
Turri,367,124,1567946409331,
Looturchins,354,67,1567947490722,
Stevemole10,386,100,1567948896578,
P0keYoMaMMy,323,107,1567950110322,
Dat Veng Doh,422,110,1567950318773,
grimax666,375,86,1567950328731,
Azn_Bruah,524,83,1567950568290,
OeHMyBad,348,88,1567955373540,
OeHMyBad,355,88,1567955421620,
V-DEPREDADOR,522,105,1567955981396,
just4theday,321,99,1567956760475,
Ankou top,465,76,1567956992772,
Ankou top,324,76,1567957460015,
M1ma,477,43,1567957897286,
Swurvo,518,71,1567958483246,
l am RON,336,126,1567958802246,
godoba,370,54,1567958986480,
Lapros ZYX,387,80,1567962150160,
UGotToasted,495,58,1567962165917,
plapla213,376,70,1567962956825,
Jazzman15,341,97,1567963110974,
Utron,519,104,1567964213625,
godoba,446,54,1567964220974,
rs or wife,328,115,1567965633163,
Lucys Lizard,339,67,1567965640072,
Axamuk,444,103,1567968526485,
IVIR AUNT,341,109,1567993760561,
BEST OCEAN,362,100,1567993965135,
NoHomoLul,333,19,1568029243354,
dected,380,41,1568033001845,
Victorp75,329,126,1568033240839,
Chon Wuick,514,99,1568033281362,
Bald Pimppi,324,109,1568034949011,
RED NOZE PIT,378,115,1568036569135,
spag bowl ed,491,106,1568037024640,
ToTheRanch,342,110,1568037032284,
bloedwost,329,98,1568038380863,
bloedwost,515,98,1568038958781,
Mr Fire Cape,332,118,1568039768449,
bloedwost,344,98,1568042172328,
Jiid Sahvoz,424,51,1568042180124,
bloedwost,318,98,1568042341486,
tarki94,333,91,1568042486476,
punkemilio,341,85,1568043979822,
lvl 99 Beer,374,90,1568044032936,
Iron friends,332,73,1568044216768,
Sir Byob,519,74,1568044443575,
Shwiggitty99,334,78,1568046655527,
Remedial,331,112,1568046679112,
CabbageMeme,329,84,1568046909837,
Shwiggitty99,343,78,1568047207750,
OG lowkey,424,99,1568047258381,
Shwiggitty99,352,78,1568047371711,
DS is lit,338,98,1568048514837,
JuhoPaananen,464,64,1568048537256,
BABOBOYS,313,120,1568049082698,
Shwiggitty99,515,78,1568049092583,
Jamgwarn Jr,302,71,1568049542250,
Ye its Rocky,301,40,1568050181449,
Remedial,375,112,1568050537790,
basjeje,522,102,1568050699865,
Jamgwarn Jr,334,71,1568050879116,
Remedial,352,112,1568051828764,
MissMeKissMe,491,117,1568052246916,
patilla_13,322,73,1568052263922,
Swurvo,322,71,1568053391849,
jacked af,390,51,1568066711775,
GlORGIO,358,94,1568066786084,
Im in boi,344,57,1568068845068,
Noodles l,386,124,1568069600607,
Wonos,351,112,1568071311859,
Danielkilldu,495,103,1568071322777,
Im in boi,352,58,1568071355293,
Bald Pimppi,520,109,1568071543005,
Tails,424,104,1568071743940,
toplanb,309,77,1568071750981,
Tails,424,104,1568071759353,
Jusser,374,69,1568071963786,
mystic line,445,62,1568072088541,
Bald Pimppi,340,109,1568072857142,
Remedial,311,112,1568073316548,
IVIR AUNT,376,109,1568077158693,
IVIR AUNT,445,109,1568077844946,
masonruocco,312,122,1568078203134,
cratoxPROX,347,93,1568080126084,
plsrunscape,378,116,1568080294529,
Enrique_Kush,333,62,1568081154213,
Halo15250,446,94,1568081370114,
VegemiteLyf,521,106,1568081582448,
Enrique_Kush,357,62,1568081987603,
Juul1995,327,106,1568112717072,
Lulli,330,105,1568112827665,
Lulli,331,105,1568112916015,
Heeya,302,108,1568113764525,
v-Glory XD,446,56,1568113880695,
1God_ofWar5,446,81,1568113880709,
Heeya,334,108,1568114974830,
Lulli,445,105,1568115256011,
herobobber,520,40,1568115903008,
Fist a dude,315,55,1568116461547,
Fist a dude,524,55,1568117524874,
Fist a dude,516,55,1568117584078,
jekkujaba,395,117,1568118522602,
Trout ranger,515,114,1568119493609,
toplanb,303,77,1568119511574,
KannutOlalle,368,82,1568119848402,
Fkmumble,311,44,1568123060052,
BK NUKE,524,69,1568124141196,
Normie Maiky,326,125,1568125168162,
480tweaks-HA,306,25,1568126355139,
Factsmonica,523,105,1568127482666,
DarkABP,519,96,1568127957202,
AK47-relic,344,64,1568128647364,
Giga impact,332,110,1568129036736,
basjeje,422,102,1568130427597,
bloedwost,334,98,1568130463904,
bloedwost,330,98,1568130495711,
bloedwost,322,98,1568130545125,
IronRepti,358,108,1568130616327,
qib,386,123,1568131867333,
franyyai,329,94,1568133599440,
N0lifer,383,124,1568133615967,
AlchMyLyfe,350,76,1568134177304,
Ragutiz wp,350,97,1568134229432,
magiusrenega,387,82,1568134338424,
Koiso,355,60,1568134368364,
LEG0 FEvR,304,107,1568135289526,
Aegus6,357,65,1568135298399,
LEG0 FEvR,306,107,1568135314456,
BossRaindrop,375,82,1568135446148,
LEG0 FEvR,315,107,1568135498683,
TE MAKUTU,305,44,1568135679037,
LEG0 FEvR,304,107,1568136418968,
45max888,390,69,1568136462805,
ur so whack,351,83,1568137861022,
wreck ralph,320,104,1568139336501,
LeRoux0range,518,102,1568139484333,
Evil_Fortune,304,96,1568139568670,
LEG0 FEvR,514,107,1568139577507,
Lessser,356,73,1568139629659,
veguetadios,332,89,1568139692387,
wawa stik,496,126,1568140006990,
poop pussy,346,62,1568140012958,
JJammyJosh,346,21,1568140012964,
jekkujaba,388,117,1568140457361,
Defwv,351,124,1568141209743,
LeSnake,340,105,1568141948367,
KannutOlalle,310,82,1568141955339,
jekkujaba,367,117,1568142112211,
nujabeso,496,66,1568142118743,
f4ke friends,306,71,1568142324396,
DaPopcorn,309,86,1568142332381,
jescola18,520,74,1568142968934,
CC09123,302,42,1568143539600,
KannutOlalle,375,82,1568143714181,
DEXTER FORLA,332,83,1568144443893,
Bat1671,338,74,1568144451103,
Mafia G,355,98,1568145833631,
Mafia G,376,98,1568146076202,
Pieter Skill,380,41,1568146510896,
J Sue Move,377,125,1568147236366,
SirDowel,309,95,1568147546108,
ronstar3001,445,93,1568147668429,
RIP U DIED,338,86,1568148273440,
sgoodfam,306,123,1568148624807,
GlORGIO,332,95,1568148854042,
Rickisknob,377,68,1568149026528,
Alis,494,123,1568149102200,
DS is lit,465,98,1568149180042,
party mik3,357,82,1568149242164,
GlORGIO,352,95,1568149286209,
Beerschot13,350,108,1568149293594,
DS is lit,350,98,1568149293596,
Xxmatriixx,378,92,1568150035653,
Chris222125,495,96,1568150335591,
Jameesbond,343,88,1568152074833,
Pointcela,375,72,1568152334059,
K St33zY,313,90,1568152792916,
Jbitty8,307,103,1568152832826,
Big Saucey,375,124,1568152847231,
Moly98,375,89,1568152847244,
Jbitty8,311,103,1568152857022,
acoolbean,446,65,1568154024105,
lanzak98,491,78,1568154031424,
Siimmbaa,359,108,1568156449798,
QueensOfH,359,82,1568156449801,
whale come,348,125,1568156586895,
Recondo25,517,53,1568156623041,
GrindAndPKin,352,40,1568156628548,
Shaggy breec,352,75,1568157005236,
Shaggy breec,493,75,1568157311395,
IronKrumpet,331,75,1568158007408,
dont worryk8,323,82,1568158674849,
JDaniel_10,338,97,1568158687808,
Mr A Bomb,339,74,1568159278198,
Dizzybruhhh,309,62,1568159471222,
CODEINExDANK,343,110,1568159582983,
Ed3plus1,465,29,1568159590464,
ENG3L,356,92,1568159943400,
ENG3L,444,92,1568160291274,
White Chubby,309,79,1568160311338,
Lanza Tela,518,93,1568160665164,
Mr A Bomb,374,74,1568160680198,
Sylowr,323,100,1568160779844,
Mossiot,362,74,1568161623871,
xx 17eath xx,324,123,1568161865434,
Goonthan,395,80,1568162611343,
SupGuerreroZ,476,93,1568162792014,
Tadahi,514,68,1568163256535,
Plakettt69,494,69,1568163656825,
teleteletele,521,82,1568164286986,
Darkingpoint,521,71,1568164826930,
Reboock_5,360,99,1568164951794,
Swurvo,520,71,1568165427987,
Swurvo,517,71,1568165614387,
magiusrenega,375,82,1568165657009,
Swurvo,495,71,1568165664373,
Bigstanky69,376,62,1568165671935,
b0ng0r44,315,75,1568166554458,
b0ng0r44,328,75,1568166753867,
b0ng0r44,338,75,1568166829599,
Net Worthian,338,70,1568167487138,
gk kingjames,324,51,1568168138322,
Whip Me Dady,444,101,1568168498964,
super peo,501,52,1568169024740,
gk kingjames,524,51,1568169341967,
gk kingjames,303,51,1568169370157,
gk kingjames,312,51,1568169428841,
Kylone,331,52,1568169451380,
DzenDzel,327,108,1568170532564,
Jackazzz1,422,101,1568170540096,
Officerdeath,513,112,1568170781905,
Salty Hyena,306,60,1568170790851,
Salty Hyena,312,60,1568170926524,
Draghenge835,399,50,1568171244465,
SlickBigKoch,376,110,1568171356734,
Reboock_5,520,99,1568171696601,
StranglerMiK,342,45,1568172071156,
J Seu Move,516,125,1568172705904,
Ed3plus1,465,31,1568172774193,
Aesthetic ll,492,88,1568202707868,
itsmahou,333,77,1568208872624,
rangerke69,328,86,1568212934909,
GlORGIO,328,95,1568212934923,
DS is lit,328,98,1568212934925,
yakosum,390,93,1568213082393,
99 CBD,343,95,1568214195122,
Thefoursaken,375,84,1568216407592,
AdmiraaII,324,101,1568216414394,
Thefoursaken,387,84,1568216590165,
DS is lit,493,98,1568216751660,
AVB-main,340,106,1568217030307,
V-NzLm2,356,62,1568217561872,
rikbanana123,523,84,1568218261410,
rikbanana123,520,84,1568218314004,
rikbanana123,446,84,1568218630945,
Vosit,523,95,1568219562466,
Tf-Maxe,313,107,1568221518574,
Epistaxis,518,99,1568222037516,
ranyedPK3,338,44,1568222044928,
Hhwells,389,113,1568222052478,
chunk3d,491,39,1568222800518,
veguetadios,338,89,1568230563194,
ItzNikoBaby,310,46,1568231048296,
Crazy_4u-0xO,516,83,1568232485410,
T0RSTOL,362,123,1568232503222,
Einal,341,83,1568232957699,
fishproblem2,340,108,1568234103386,
ParzivalOne,315,120,1568234118927,
Vossiiee,311,100,1568234415388,
Bitdefuser,446,46,1568234864730,
Sick Toast,445,71,1568234871952,
leveling_up0,336,97,1568235549513,
M1steriosa,422,76,1568236259590,
ITZ BABA FAM,445,76,1568239856769,
dayhide,313,109,1568240607565,
TheSaintX0X0,360,70,1568240719899,
zlElchen Mxx,395,71,1568240830529,
roza_meltroz,323,100,1568240980987,
wtffixthis,348,109,1568241389465,
Vosit,521,95,1568241964845,
Thefoursaken,317,84,1568243001262,
Whinney,444,126,1568243249111,
VPatron,375,106,1568243343182,
Ryuzoji v2,312,86,1568243350758,
30 Were 1435,465,87,1568243359147,
ed1495,518,63,1568243641696,
Sr Dark Life,331,98,1568244141735,
Gone Orea,517,109,1568244997574,
fishproblem2,368,108,1568245131235,
fishproblem2,365,108,1568245162780,
Gone Orea,323,109,1568246048026,
Slay Cat 455,517,45,1568250639436,
T h e Jeckle,339,124,1568251057258,
OVR Fr34k,351,116,1568251723175,
alejitox,380,73,1568252894494,
MlLL3RTlM3,355,113,1568253207504,
Shy Doll,387,98,1568255099055,
wreck ralph,341,104,1568258033050,
Pvmer Only,307,105,1568258360830,
Krennyk,521,92,1568258368208,
Falseshadow,357,70,1568258375607,
Proffiler,311,74,1568258509205,
TE MAKUTU,320,45,1568258524553,
wreck ralph,354,104,1568258568144,
wreck ralph,520,104,1568260318474,
gk kingjames,305,51,1568260864864,
gk kingjames,352,51,1568261212141,
L2sun,338,71,1568261785539,
Bullseye2112,368,84,1568261908132,
Rickjames730,342,108,1568261988764,
Demon s Head,324,108,1568262310939,
wreck ralph,388,104,1568262530339,
Kimano,310,121,1568262889683,
Kimano,355,121,1568263715488,
wreck ralph,339,104,1568265413185,
Chardnado,355,68,1568267325192,
GzDinero,304,109,1568267332056,
dearrdaniel,355,78,1568268108432,
elizamia,333,105,1568268115434,
magiusrenega,376,82,1568268601465,
wreck ralph,318,104,1568268654119,
Mithfalen,336,79,1568270255840,
HunterCrossb,360,71,1568270504086,
rikbanana123,315,84,1568270886919,
Xslayerxx,517,114,1568271033768,
DarkNoob93,519,64,1568275293726,
CarlosRs04,445,83,1568293015919,
DS is lit,378,98,1568293222691,
Atheo,494,105,1568383177952,
Dkm1966,516,96,1568386290789,
Fish Tko,334,71,1568386399637,
fishproblem2,320,108,1568386517396,
D S H O TT,522,27,1568388065286,
waoew,422,72,1568388073530,
D I ZZ Y,342,86,1568388514718,
TheCancer,322,124,1568388734818,
90silent1062,517,36,1568388917355,
jeb heppner,306,59,1568389421294,
Pigeonjohny,522,104,1568389491324,
Fist a dude,368,57,1568389910655,
Fist a dude,346,57,1568390171821,
Remedial,314,112,1568390685693,
Cor7G0D,318,82,1568390692205,
BigMoneyDang,339,93,1568390784545,
fishproblem2,362,108,1568390847180,
lGiddy,516,122,1568391537286,
VanBridder,444,72,1568393407073,
Pac,354,112,1568396333530,
babibas,395,66,1568396623678,
Googabu1,338,123,1568396790390,
Googabu1,376,123,1568396845474,
2ManyZeros,466,126,1568400598824,
2ManyZeros,368,126,1568401273327,
wreck ralph,347,105,1568401602460,
wreck ralph,356,105,1568402066200,
Chef Frituur,357,124,1568404133876,
Ch0uFleur,312,111,1568404597268,
Ch0uFleur,318,111,1568404871226,
JonEvan,446,102,1568406867264,
jekkujaba,464,117,1568407191522,
Green drago1,421,96,1568408128159,
I Cant SkiII,310,103,1568408307406,
spank booty,524,85,1568408930568,
mathis23,374,63,1568409117004,
A lex,346,126,1568409241837,
AZT_Pankeca,341,105,1568409508706,
deathcor3k,358,99,1568409814902,
MATUPATJA,367,117,1568410250584,
SrrMaju,310,91,1568410672194,
Lowkey Legit,334,98,1568411162330,
Meet God,344,82,1568411849635,
DS is lit,424,98,1568411858238,
TFC_1991,516,122,1568413381744,
blac1k jesus,365,117,1568413841471,
DS is lit,357,98,1568414059916,
redgie kray,368,112,1568414586780,
SelasBusiu,523,37,1568414966852,
zotte frix,327,93,1568415304272,
lucioVZLA,519,95,1568415585329,
Swaheil,515,98,1568416038669,
Remedial,360,112,1568416241047,
zotte frix,358,93,1568416454260,
fishproblem2,446,108,1568416648293,
DevilBoyMe,329,84,1568417583641,
JSAK_Era,332,103,1568417590707,
b0ng0r44,327,75,1568418062592,
This ls Fake,344,62,1568418090888,
b0ng0r44,324,75,1568418432231,
Clue Pr0duct,518,121,1568418867627,
Las 3 MMM,492,97,1568484890893,
TO DAY,389,73,1568485256843,
Kimano,318,121,1568485559495,
Vossiiee,321,100,1568486592689,
Oblar,376,115,1568486672785,
MKYbusiness,516,68,1568487501560,
Rag BudLight,323,125,1568488874517,
Phoxiate,336,73,1568490341380,
Kestara,375,29,1568490836103,
Phagma,362,76,1568490848771,
Dual Fusion,318,111,1568490952105,
Kestara,514,29,1568491075506,
Remedial,328,112,1568492213357,
wreck ralph,517,105,1568492434177,
Web Trick,336,100,1568493221046,
12killzone22,341,122,1568493233741,
Agent 67,328,57,1568493804140,
Baby Weabers,322,79,1568494130669,
Agent 67,395,57,1568494815670,
Agent 67,334,57,1568495213796,
fishproblem2,355,108,1568495255470,
Agent 67,321,57,1568495405168,
Agent 67,517,57,1568496320070,
oglemonskunk,374,66,1568496951970,
Shwiggitty99,331,82,1568496979052,
Shwiggitty99,350,82,1568497282091,
Telenetslet,303,67,1568497650499,
BIGLSLAYER12,352,112,1568498178501,
Osteezmaster,388,56,1568498387775,
Remedial,516,112,1568498414579,
lron Sloth,395,104,1568498975576,
Rzil,339,123,1568499735765,
awelol,375,121,1568500227852,
Bald Pimppi,524,109,1568500513713,
Wardok15,445,89,1568501915611,
DARI0 KING,445,118,1568501915623,
abismael2408,445,118,1568501915639,
Bald Pimppi,377,109,1568502480841,
Kids Maqe,333,34,1568504022047,
llIlllllIIlI,378,124,1568504039131,
Stogie Man,388,103,1568504631766,
gk kingjames,310,51,1568506012736,
M U S l C,315,124,1568506281483,
Mao Wu,516,108,1568507716123,
MultiPlumbus,374,58,1568508407904,
gk kingjames,369,51,1568509658183,
Cotchsloth,336,121,1568511214789,
gk kingjames,323,51,1568511472492,
gk slab,323,49,1568511472494,
AlteredRune,331,76,1568511480037,
gk slab,351,49,1568511752103,
gk kingjames,351,51,1568511752116,
Jacobite dds,331,65,1568512110337,
Tre_Kush,303,67,1568512339582,
Forgive sins,523,122,1568512429791,
gk kingjames,358,51,1568512539265,
ThelVadamee1,332,99,1568514881813,
manfingure,515,89,1568515877651,
Homepoint,362,40,1568516906795,
Dr Dividends,331,96,1568517566413,
DaWaccyBaccy,516,84,1568518271192,
Web Trick,515,100,1568519817721,
Laurin_Alva,386,70,1568519823918,
Mithfalen,522,79,1568521442681,
dnt at me,492,77,1568521839055,
Ondatazz2019,327,96,1568522704538,
Ondatazz2019,352,96,1568522972212,
Jang Rupiah,329,71,1568523219113,
HOT-SALSA-1,329,111,1568523219126,
Fridge 1934,446,31,1568524408780,
Web Trick,338,100,1568524768422,
Kazi,374,99,1568537091243,
Is it a pleb,360,67,1568544685542,
im thankful,368,120,1568548550915,
Camelpheet,376,21,1568548558738,
im thankful,446,120,1568548841215,
NeedNamePlz,354,63,1568549230477,
im thankful,376,120,1568549257830,
TopShelfLoot,517,35,1568549264854,
Promoo5314,377,95,1568550307575,
langste 010,360,102,1568550321921,
Breast Guard,351,66,1568551409603,
Gozzz,464,99,1568551420506,
Wadubudaba,514,50,1568552756242,
Backscapes,513,94,1568554034385,
High Sin,332,71,1568554105850,
DaWaccyBaccy,347,84,1568556674521,
Pvmer Only,332,105,1568557152315,
Pvmer Only,466,105,1568557804939,
TIME ST0NE,387,82,1568557898444,
Bumblebee990,312,72,1568557926563,
JosholoV35,368,111,1568557934678,
Pvmer Only,523,105,1568558347345,
Dejahe,390,48,1568558355540,
Pvmer Only,377,105,1568558956909,
Pvmer Only,336,105,1568559752934,
NoHomoLul,514,32,1568559760727,
Pvmer Only,523,105,1568560142454,
IronRyss,398,64,1568560492641,
Pvmer Only,338,105,1568561015319,
Festus Mac,324,119,1568564484647,
bloodxrowe,375,74,1568567593851,
lEguit,335,101,1568567982832,
lEguitl,335,54,1568567982835,
P U T 0,335,78,1568567982839,
the boletha,335,113,1568567982843,
Jorgito Old,335,64,1568567982846,
ParryLoChupa,335,74,1568567982850,
Angelito Old,335,76,1568567982853,
Khalifa RS,387,124,1568568056957,
Ruger392,340,90,1568568728948,
Vicius feri,346,87,1568568990785,
High Sin,310,71,1568569094026,
2212b,357,71,1568569432407,
shaddkun,324,66,1568569944486,
bloodxrowe,444,74,1568570123103,
KETO22,519,80,1568571070782,
el zeus_pk,388,121,1568571244702,
2212b,375,71,1568571338935,
D nutz,515,115,1568572142295,
Swiiz,335,85,1568577392369,
Fasciitliis,444,79,1568577491449,
Zorros,342,126,1568577498674,
boschef,520,115,1568578897966,
Hellz Ambit,445,55,1568578968111,
THE BLACK88,317,96,1568579070623,
ParzivalOne,332,120,1568580400700,
El Baggie 3,367,50,1568580408367,
king silver,367,53,1568580408369,
IamNOTgayPLS,466,44,1568580423630,
Kimano,517,121,1568580655908,
Kimano,343,121,1568583085537,
Thebad-bacon,521,98,1568583611271,
paymentdey,359,27,1568584627837,
GooiKechBro,362,64,1568585143061,
Cursiffy,309,87,1568585685884,
High Sin,322,71,1568585824106,
Vosit,444,95,1568585998114,
Cursiffy,307,87,1568586170372,
PK Turnt,424,74,1568587414059,
SlickBigKoch,464,111,1568588484019,
666luis66666,515,66,1568589797608,
Imthedog,315,48,1568589890682,
ParzivalxX1,311,84,1568590010167,
Da Bully,444,105,1568591639806,
Da Bully,424,105,1568591647744,
Nedron,306,100,1568592817003,
FeMale HulK,313,126,1568593130328,
Nezikchened,521,88,1568593754908,
Sombra x Lab,343,80,1568594221631,
Mithfalen,522,79,1568595171750,
Pk Mains,332,104,1568596274293,
shile,332,126,1568596274296,
rokymax,444,86,1568596414882,
gk kingjames,352,51,1568597361722,
VoodooFer,421,73,1568597704994,
AK47-HarsoKy,340,78,1568598232976,
AK47-HarsoKy,341,78,1568598282144,
Freelance316,339,105,1568598731350,
Taco3s,318,62,1568598997497,
Remedial,515,112,1568599094674,
MyGoldStash,522,64,1568600113307,
smd ho,395,70,1568600432267,
smd ho,421,70,1568600470888,
smd ho,318,70,1568600964251,
Remedial,493,112,1568601630741,
smd ho,421,70,1568601864689,
pickle smack,321,114,1568602789429,
oFlahertank,376,70,1568603197230,
Whip Me Dady,387,102,1570849313117,
FernandaHol,517,64,1570849342783,
NinetteDore,346,61,1570849444258,
GermaineVal,320,64,1570849939215,
ClaryTom,320,61,1570849939299,
RoadT0maxer0,464,66,1570850021988,
X DR1VE,314,88,1570883180058,
ReyMalynda4,377,64,1570883303134,
VictoryGin,342,33,1570883620513,
VapeCookie,362,114,1570883626694,
CourtneySh,328,61,1570883634667,
Taghumi,388,107,1570883713783,
BeulahDo,346,64,1570885385822,
GrataNanon,516,61,1570885610409,
KittieHenri,377,64,1570885616914,
BeulahDo,377,64,1570885617039,
Clerkmage,495,57,1570885652155,
HonoriaGust,515,62,1570887079029,
Anna Bool,365,76,1570887086661,
DidiRosalia,352,64,1570887564896,
SplashMarlin,343,18,1570887573744,
CassandraSa,446,64,1570887579861,
CharitaCarm,446,64,1570887579963,
Brafico,367,92,1570887684177,
Pindeeuw,340,92,1570887707055,
Marco-Hools,307,102,1570887899101,
Zaggly,375,122,1570888072118,
Zaggly,348,122,1570888230344,
x CHARLlE,346,115,1570888267322,
Marco-Hools,445,102,1570888275190,
Tardagan,376,125,1570888331423,
VictoryGin,375,33,1570888427747,
the hadesx1,464,76,1570888481048,
KelcieMi,306,12,1570888487517,
VictoryGin,493,33,1570888987218,
VictoryGin,329,33,1570889578854,
DonniBenni1,323,62,1570889766777,
just4theday,421,99,1570890399824,
Hatsjikidee7,446,84,1570890496070,
wreck ralph,521,105,1570890677482,
CassaundraC,524,61,1570890702593,
s4ma2ka,464,94,1570890941343,
Bamse Black,376,109,1572185600024,
TabinaErmin,445,60,1572185842639,
StranglerLt,517,108,1572185866934,
YettieMy,444,60,1572186000651,
HildagardeA,444,60,1572186000736,
NariPameli,336,60,1572186049042,
myostatin jr,310,71,1572186279211,
Uzair_Nettie,514,86,1572186336826,
KanyaAna,355,58,1572188773026,
xXLocoteXx,495,97,1572188780740,
LeoineMa,319,61,1572188788047,
going2quit,494,78,1572190653926,
Texaliz,338,93,1572190755466,
AJKaissy,514,64,1572191355808,
IlgetYa,516,72,1572191673727,
MaiaSharai,377,60,1572191949609,
FidelitySon,377,60,1572191949728,
EirenaBabbi,312,60,1572191975685,
IzabelNor,317,61,1572192095781,
IzabelNor,389,61,1572192357810,
NadineJe,389,60,1572192357962,
Slangin,338,47,1572192455345,
GabeyLuel,323,61,1572192479321,
GabeyLuel,445,61,1572192690141,
April 2nd,445,10,1572194863256,
Lamme likker,466,82,1572196204355,
TallyGis,318,61,1572196212350,
RafaKenna27,350,61,1572196218631,
ProbleemNu,336,79,1572196330732,
TheRealDG4,341,93,1572196738850,
KallyAlidi,310,58,1572197034310,
MaddieVir,319,55,1572197121902,
4 jamsa,464,91,1572198115363,
Spider We8,368,63,1572198499940,
TheCrafter,520,46,1572198740812,
Burzun,378,113,1572198974480,
asuhdudeV2,494,43,1572199025255,
asuhdudeV2,339,43,1572199951668,
LilaKarine6,465,60,1572200102031,
MAXABILITY,352,125,1572201096765,
MorgenManon,386,61,1572201138553,
No Rollbacks,318,100,1572201157128,
asuhdudeV2,390,43,1572201553649,
Reddragon884,331,107,1572202301954,
lynx titanpk,332,79,1572202329584,
Validolis,351,85,1572202337750,
Zupazuzu,333,83,1572204004360,
Good Kid,446,104,1572204599541,
catlordblpip,386,75,1572204629444,
LeontyneMoy,347,61,1572204783195,
DirtyJerzyy,495,67,1572204879824,
MartitaSonn,331,60,1572205047515,
MoynaMaddi,313,61,1572205089567,
Grumpy Boad,362,71,1572205105805,
DirtyJerzyy,513,67,1572205113745,
KanyaAna,305,58,1572205596336,
MelaArle,496,60,1572206162939,
MaddieVir,303,56,1572206486773,
LillianStef,333,58,1572206629308,
Fasciitliis,522,79,1572206678997,
sweetgerl,444,94,1572207014506,
TabinaErmin,311,61,1572207170517,
School boi,351,124,1572207793829,
dordy me m8,514,25,1572208214053,
LeoineMa,378,61,1572208321290,
CookieMahal,377,61,1572209330007,
HildagardeA,377,61,1572209330127,
HildagardeA,338,61,1572209362344,
monkeypker49,446,64,1572210357500,
MichellLeg,356,61,1572211695753,
FrezhPrince,303,80,1572212000094,
Dr Sore Bone,516,47,1572212006420,
KallyAlidi,341,58,1572212097240,
EugeniaBr,357,60,1572212111704,
LiaKayle,465,59,1572212322193,
DirtyJerzyy,517,67,1572212428687,
ErnalineLa,322,61,1572212507067,
Flippity Jr,520,101,1572213770117,
UDiePK,333,89,1572213896218,
Proffiler,368,82,1572213903798,
BernitaJo88,521,61,1572214063204,
MorgenManon,323,61,1572214308593,
XxRevolver45,332,57,1572214318973,
JanieAlejan,369,59,1572214330808,
Lick Daniels,369,41,1572214330966,
BobeKryant,367,99,1572214458907,
FeliciaMari,464,58,1572214496422,
KareeDoro,310,61,1572214512089,
Glenneral,521,123,1572215327273,
Demond D8,315,83,1572215489827,
AntTheAnt420,393,82,1572215943675,
DAMP WARRIOR,523,78,1572217048124,
B4rnesy Bear,359,103,1572217056450,
DAMP WARRIOR,523,78,1572217062356,
IronPatatus,328,109,1572217577830,
Baby Klyn,357,68,1572217585333,
Emanuel,312,91,1572218456949,
SaundraCar,445,61,1572218505166,
IzabelNor,517,61,1572218604589,
KUSH N KO,495,96,1572219075064,
MalloryCord,322,60,1572220069651,
SSJ Naruto,337,57,1572220282731,
Scrolls 47,337,55,1572220282844,
JanieAlejan,524,59,1572221791404,
Fresh_Fronto,315,73,1572221798004,
ArdellaLe,375,59,1572221854078,
MichellLeg,386,61,1572221932999,
YettieRebec,355,61,1572222266783,
BernitaJo88,355,61,1572222266895,
BrandaisElv,464,61,1572222272960,
KerriErmini,464,61,1572222273081,
KerriErmini,446,61,1572222285229,
REV3NANTZ,357,101,1572222487085,
ChemKev,323,83,1572222967668,
Terapiauta5,327,83,1572223136116,
Terapiauta5,337,83,1572223288223,
SimonaJan,513,61,1572223294581,
Terapiauta5,327,83,1572224998711,
KareeDoro,386,61,1572226060691,
